       38	2023-11-01 00:42:39	1	0	16	0
       18	2023-11-01 00:42:44	1	0	16	0
       27	2023-11-01 00:43:15	1	0	16	0
       15	2023-11-01 01:01:28	1	0	16	0
       27	2023-11-01 06:52:09	1	0	16	0
        6	2023-11-01 06:52:15	1	0	16	0
       68	2023-11-01 06:52:21	1	0	16	0
       67	2023-11-01 06:53:01	1	0	16	0
       17	2023-11-01 06:55:46	1	0	16	0
       65	2023-11-01 06:59:17	1	0	16	0
       21	2023-11-01 07:00:52	1	0	16	0
       74	2023-11-01 07:02:46	1	0	16	0
       29	2023-11-01 07:02:52	1	0	16	0
       34	2023-11-01 07:15:42	1	0	16	0
       57	2023-11-01 07:48:36	1	0	16	0
       50	2023-11-01 08:47:23	1	0	16	0
        3	2023-11-01 09:00:00	1	0	16	0
       47	2023-11-01 09:55:59	1	0	16	0
       19	2023-11-01 09:56:48	1	0	16	0
       69	2023-11-01 10:10:24	1	0	16	0
       17	2023-11-01 13:03:31	1	0	16	0
       10	2023-11-01 13:45:35	1	0	16	0
       44	2023-11-01 13:47:32	1	0	16	0
       66	2023-11-01 13:47:38	1	0	16	0
        7	2023-11-01 13:48:33	1	0	16	0
       17	2023-11-01 13:51:03	1	0	16	0
       30	2023-11-01 13:57:05	1	0	16	0
       18	2023-11-01 13:58:01	1	0	16	0
       39	2023-11-01 13:59:18	1	0	16	0
       13	2023-11-01 14:00:56	1	0	16	0
       24	2023-11-01 14:02:25	1	0	16	0
       75	2023-11-01 14:02:33	1	0	16	0
       28	2023-11-01 14:06:28	1	0	16	0
       29	2023-11-01 14:28:33	1	0	16	0
        6	2023-11-01 14:46:08	1	0	16	0
       15	2023-11-01 14:57:21	1	0	16	0
       34	2023-11-01 15:06:27	1	0	16	0
       57	2023-11-01 15:12:49	1	0	16	0
       65	2023-11-01 15:24:44	1	0	16	0
       29	2023-11-01 15:28:42	1	0	16	0
       19	2023-11-01 15:37:08	1	0	16	0
       57	2023-11-01 15:37:49	1	0	16	0
       21	2023-11-01 15:39:24	1	0	16	0
       68	2023-11-01 15:42:58	1	0	16	0
        6	2023-11-01 15:46:25	1	0	16	0
       34	2023-11-01 15:58:01	1	0	16	0
       67	2023-11-01 15:59:57	1	0	16	0
       65	2023-11-01 16:02:50	1	0	16	0
       21	2023-11-01 16:28:53	1	0	16	0
       19	2023-11-01 16:31:37	1	0	16	0
       65	2023-11-01 17:02:39	1	0	16	0
       29	2023-11-01 17:02:48	1	0	16	0
        6	2023-11-01 17:03:40	1	0	16	0
       21	2023-11-01 17:04:01	1	0	16	0
       17	2023-11-01 17:28:01	1	0	16	0
       47	2023-11-01 17:32:13	1	0	16	0
       34	2023-11-01 18:02:39	1	0	16	0
       47	2023-11-01 18:31:37	1	0	16	0
       69	2023-11-01 18:32:37	1	0	16	0
       57	2023-11-01 18:35:17	1	0	16	0
       47	2023-11-01 20:01:40	1	0	16	0
       19	2023-11-01 20:08:02	1	0	16	0
        3	2023-11-01 21:00:41	1	0	16	0
       50	2023-11-01 21:00:50	1	0	16	0
       24	2023-11-01 22:59:35	1	0	16	0
       39	2023-11-01 22:59:45	1	0	16	0
       74	2023-11-01 22:59:54	1	0	16	0
       30	2023-11-01 23:00:03	1	0	16	0
       66	2023-11-01 23:00:30	1	0	16	0
       75	2023-11-01 23:01:37	1	0	16	0
       44	2023-11-01 23:01:42	1	0	16	0
       28	2023-11-01 23:02:19	1	0	16	0
       13	2023-11-01 23:02:25	1	0	16	0
       18	2023-11-01 23:03:36	1	0	16	0
       10	2023-11-01 23:03:42	1	0	16	0
       27	2023-11-01 23:07:47	1	0	16	0
        7	2023-11-01 23:17:46	1	0	16	0
       15	2023-11-01 23:32:57	1	0	16	0
       27	2023-11-01 23:33:24	1	0	16	0
       67	2023-11-02 06:54:05	1	0	16	0
       72	2023-11-02 06:54:20	1	0	16	0
       17	2023-11-02 06:54:25	1	0	16	0
       68	2023-11-02 06:54:40	1	0	16	0
        5	2023-11-02 06:54:56	1	0	16	0
       65	2023-11-02 06:56:44	1	0	16	0
        6	2023-11-02 06:56:57	1	0	16	0
       34	2023-11-02 06:58:53	1	0	16	0
       64	2023-11-02 07:00:26	1	0	16	0
       29	2023-11-02 07:00:48	1	0	16	0
       20	2023-11-02 07:03:32	1	0	16	0
        8	2023-11-02 07:04:23	1	0	16	0
       43	2023-11-02 08:02:24	1	0	16	0
       50	2023-11-02 08:37:11	1	0	16	0
        3	2023-11-02 09:11:02	1	0	16	0
       69	2023-11-02 09:32:36	1	0	16	0
       25	2023-11-02 09:45:13	1	0	16	0
        2	2023-11-02 09:57:21	1	0	16	0
       62	2023-11-02 10:05:11	1	0	16	0
       44	2023-11-02 13:36:51	1	0	16	0
       17	2023-11-02 13:37:39	1	0	16	0
       66	2023-11-02 13:42:11	1	0	16	0
       10	2023-11-02 13:48:21	1	0	16	0
       73	2023-11-02 13:59:41	1	0	16	0
       39	2023-11-02 13:59:47	1	0	16	0
       38	2023-11-02 13:59:51	1	0	16	0
       11	2023-11-02 13:59:59	1	0	16	0
       30	2023-11-02 14:00:05	1	0	16	0
       12	2023-11-02 14:00:11	1	0	16	0
       55	2023-11-02 14:00:18	1	0	16	0
        7	2023-11-02 14:00:26	1	0	16	0
       32	2023-11-02 14:00:55	1	0	16	0
       20	2023-11-02 14:02:54	1	0	16	0
        6	2023-11-02 14:09:47	1	0	16	0
       75	2023-11-02 14:09:56	1	0	16	0
       29	2023-11-02 14:14:37	1	0	16	0
       34	2023-11-02 14:20:51	1	0	16	0
        2	2023-11-02 14:21:20	1	0	16	0
        8	2023-11-02 14:22:17	1	0	16	0
       17	2023-11-02 14:42:38	1	0	16	0
       74	2023-11-02 14:43:03	1	0	16	0
       15	2023-11-02 14:57:15	1	0	16	0
        6	2023-11-02 15:01:51	1	0	16	0
       43	2023-11-02 15:02:07	1	0	16	0
       25	2023-11-02 15:03:14	1	0	16	0
       64	2023-11-02 15:03:51	1	0	16	0
       20	2023-11-02 15:06:10	1	0	16	0
       72	2023-11-02 15:16:52	1	0	16	0
       65	2023-11-02 15:18:47	1	0	16	0
        8	2023-11-02 15:19:52	1	0	16	0
       29	2023-11-02 15:20:41	1	0	16	0
       68	2023-11-02 15:27:44	1	0	16	0
       34	2023-11-02 15:32:01	1	0	16	0
        2	2023-11-02 15:32:06	1	0	16	0
       67	2023-11-02 15:47:15	1	0	16	0
       25	2023-11-02 15:54:04	1	0	16	0
       69	2023-11-02 15:57:21	1	0	16	0
       43	2023-11-02 16:04:35	1	0	16	0
       72	2023-11-02 16:19:31	1	0	16	0
       65	2023-11-02 16:22:43	1	0	16	0
        8	2023-11-02 16:31:12	1	0	16	0
       29	2023-11-02 17:01:33	1	0	16	0
        6	2023-11-02 17:01:45	1	0	16	0
       65	2023-11-02 17:02:38	1	0	16	0
       34	2023-11-02 17:03:48	1	0	16	0
       72	2023-11-02 17:04:14	1	0	16	0
       17	2023-11-02 17:21:30	1	0	16	0
       43	2023-11-02 18:12:48	1	0	16	0
       20	2023-11-02 18:14:56	1	0	16	0
       62	2023-11-02 20:03:23	1	0	16	0
       25	2023-11-02 20:04:35	1	0	16	0
        2	2023-11-02 20:12:10	1	0	16	0
       50	2023-11-02 22:18:18	1	0	16	0
        3	2023-11-02 22:32:26	1	0	16	0
       38	2023-11-02 22:59:30	1	0	16	0
       39	2023-11-02 22:59:39	1	0	16	0
       74	2023-11-02 22:59:55	1	0	16	0
       11	2023-11-02 22:59:59	1	0	16	0
       66	2023-11-02 23:00:04	1	0	16	0
       30	2023-11-02 23:00:09	1	0	16	0
       32	2023-11-02 23:00:13	1	0	16	0
       73	2023-11-02 23:00:20	1	0	16	0
       75	2023-11-02 23:00:24	1	0	16	0
       55	2023-11-02 23:02:02	1	0	16	0
       10	2023-11-02 23:02:07	1	0	16	0
       44	2023-11-02 23:02:55	1	0	16	0
       12	2023-11-02 23:03:07	1	0	16	0
        7	2023-11-02 23:21:38	1	0	16	0
       15	2023-11-02 23:26:28	1	0	16	0
        5	2023-11-02 23:27:00	1	0	16	0
       67	2023-11-03 06:50:51	1	0	16	0
        5	2023-11-03 06:51:02	1	0	16	0
       68	2023-11-03 06:51:19	1	0	16	0
        6	2023-11-03 06:53:53	1	0	16	0
       21	2023-11-03 06:54:00	1	0	16	0
       72	2023-11-03 06:55:08	1	0	16	0
       65	2023-11-03 06:57:12	1	0	16	0
       17	2023-11-03 06:59:03	1	0	16	0
       64	2023-11-03 07:00:08	1	0	16	0
       29	2023-11-03 07:01:40	1	0	16	0
       20	2023-11-03 07:06:57	1	0	16	0
        8	2023-11-03 07:09:20	1	0	16	0
       34	2023-11-03 07:15:30	1	0	16	0
       43	2023-11-03 08:00:17	1	0	16	0
       50	2023-11-03 08:46:49	1	0	16	0
        3	2023-11-03 09:03:52	1	0	16	0
       69	2023-11-03 09:22:40	1	0	16	0
       25	2023-11-03 09:42:42	1	0	16	0
       19	2023-11-03 09:58:04	1	0	16	0
       47	2023-11-03 10:00:44	1	0	16	0
        2	2023-11-03 10:01:01	1	0	16	0
       62	2023-11-03 10:07:14	1	0	16	0
       66	2023-11-03 12:50:28	1	0	16	0
       10	2023-11-03 12:51:04	1	0	16	0
       32	2023-11-03 12:51:56	1	0	16	0
       44	2023-11-03 12:52:39	1	0	16	0
       75	2023-11-03 12:56:23	1	0	16	0
       30	2023-11-03 12:57:34	1	0	16	0
       73	2023-11-03 12:58:13	1	0	16	0
       18	2023-11-03 12:58:16	1	0	16	0
       39	2023-11-03 13:01:30	1	0	16	0
       38	2023-11-03 13:01:49	1	0	16	0
       24	2023-11-03 13:02:39	1	0	16	0
       11	2023-11-03 13:04:17	1	0	16	0
       13	2023-11-03 13:04:43	1	0	16	0
       28	2023-11-03 13:04:48	1	0	16	0
       55	2023-11-03 13:04:58	1	0	16	0
       12	2023-11-03 13:11:19	1	0	16	0
       17	2023-11-03 13:35:43	1	0	16	0
